Date,Day,Month,Year,Traffic,Count,Gross Sales,cloudcover,conditions,dew,feelslike,feelslikemax,feelslikemin,humidity,moonphase,precip,precipcover,precipprob,preciptype,sealevelpressure,severerisk,snow,snowdepth,solarenergy,solarradiation,sunrise,sunset,temp,tempmax,tempmin,uvindex,visibility,windgust,windspeed
2023-08-09,Wednesday,August,2023,4,7.0,70.99,59.0,"Rain, Partially cloudy",66.2,70.1,82.9,63.9,88.6,0.77,1.44,37.5,100,rain,1011.2,30,0.0,0.0,4.9,56.1,06:50:50,20:48:53,70.0,80.0,63.9,3,7.9,29.9,15.0
2023-08-10,Thursday,August,2023,6,2.0,14.0,73.3,"Rain, Partially cloudy",64.8,72.2,81.9,66.0,79.5,0.8,0.012,8.33,100,rain,1008.6,10,0.0,0.0,10.0,116.2,06:51:46,20:47:38,72.1,80.5,66.0,6,9.2,18.3,11.5
2023-08-11,Friday,August,2023,4,0.0,0.0,41.9,Partially cloudy,67.2,75.9,86.9,65.9,78.0,0.84,0.0,0.0,0,none,1010.3,60,0.0,0.0,8.2,93.4,06:52:43,20:46:23,74.9,83.5,65.9,6,9.8,24.6,13.4
2023-08-12,Saturday,August,2023,6,3.0,60.0,53.6,"Rain, Partially cloudy",70.2,79.5,90.8,72.0,78.7,0.87,0.064,29.17,100,rain,1010.6,60,0.0,0.0,16.7,192.3,06:53:39,20:45:06,77.7,86.0,72.0,9,9.8,26.6,15.7
2023-08-13,Sunday,August,2023,4,1.0,25.0,35.6,Partially cloudy,63.5,76.1,85.5,64.7,68.9,0.91,0.0,0.0,0,none,1015.1,10,0.0,0.0,13.7,159.4,06:54:35,20:43:49,75.8,85.4,64.7,7,9.5,11.4,7.5
2023-08-14,Monday,August,2023,1,0.0,0.0,90.0,"Rain, Partially cloudy",67.3,72.2,77.2,68.5,85.2,0.94,0.736,50.0,100,rain,1011.4,30,0.0,0.0,1.8,21.0,06:55:32,20:42:30,72.2,77.2,68.5,1,8.9,19.5,10.3
2023-08-15,Tuesday,August,2023,5,2.0,9.0,72.4,"Rain, Partially cloudy",61.3,67.3,71.9,63.0,81.5,0.97,0.006,8.33,100,rain,1012.7,10,0.0,0.0,4.5,52.0,06:56:28,20:41:10,67.3,71.9,63.0,3,9.9,27.7,15.4
2023-08-16,Wednesday,August,2023,1,0.0,0.0,14.2,Clear,56.3,68.8,78.6,58.0,67.3,0.0,0.0,0.0,0,none,1016.4,10,0.0,0.0,15.8,181.5,06:57:25,20:39:49,68.8,78.6,58.0,7,9.8,9.2,7.5
2023-08-17,Thursday,August,2023,6,2.0,34.99,38.3,"Rain, Partially cloudy",60.8,68.7,76.3,61.0,76.4,0.04,0.105,25.0,100,rain,1010.4,10,0.0,0.0,7.0,79.3,06:58:21,20:38:27,68.7,76.3,61.0,5,9.5,31.1,16.9
2023-08-18,Friday,August,2023,5,7.0,87.48,26.6,Partially cloudy,56.0,67.1,75.8,57.4,69.3,0.08,0.0,0.0,0,none,1016.1,10,0.0,0.0,14.5,168.3,06:59:18,20:37:04,67.1,75.8,57.4,7,9.8,12.8,9.5
2023-08-19,Saturday,August,2023,3,1.0,20.0,25.5,Partially cloudy,58.6,69.3,79.4,58.7,70.7,0.11,0.0,0.0,0,none,1017.8,10,0.0,0.0,12.6,147.3,07:00:15,20:35:39,69.3,79.4,58.7,6,8.9,13.9,9.5
2023-08-20,Sunday,August,2023,3,2.0,43.0,48.2,Partially cloudy,68.8,81.7,99.2,65.3,75.2,0.15,0.0,0.0,0,none,1017.5,75,0.0,0.0,13.6,157.4,07:01:11,20:34:15,77.5,89.0,65.3,7,9.9,11.4,10.1
2023-08-21,Monday,August,2023,3,3.0,55.0,69.3,Partially cloudy,74.8,89.7,102.5,76.1,75.9,0.18,0.0,0.0,0,none,1019.8,75,0.0,0.0,12.6,146.0,07:02:07,20:32:49,83.7,91.2,76.1,6,9.5,8.1,8.1
2023-08-22,Tuesday,August,2023,2,6.0,33.0,39.2,Partially cloudy,71.4,84.1,93.0,74.0,73.1,0.21,0.0,0.0,0,none,1020.5,15,0.0,0.0,12.7,147.7,07:03:04,20:31:22,81.1,87.6,74.0,6,9.1,13.9,9.3
2023-08-23,Wednesday,August,2023,6,3.0,25.0,36.9,Partially cloudy,71.1,85.6,103.3,70.4,74.2,0.25,0.0,0.0,0,none,1017.3,100,0.0,0.0,11.9,135.9,07:04:00,20:29:54,80.2,90.0,70.4,6,9.6,15.0,11.9
2023-08-24,Thursday,August,2023,7,0.0,0.0,47.7,Partially cloudy,77.3,93.3,109.2,78.5,79.7,0.25,0.0,0.0,0,none,1013.0,100,0.0,0.0,13.2,151.5,07:04:57,20:28:26,84.5,92.4,78.5,7,7.8,23.2,13.8
2023-08-25,Friday,August,2023,5,6.0,40.0,36.9,Partially cloudy,76.2,93.5,108.2,79.4,76.2,0.32,0.0,0.0,0,none,1011.9,100,0.0,0.0,9.3,108.6,07:05:53,20:26:57,84.7,91.0,79.4,6,9.5,18.3,12.1
2023-08-26,Saturday,August,2023,8,2.0,30.0,65.6,"Rain, Partially cloudy",69.5,79.3,88.3,71.8,76.7,0.35,0.007,4.17,100,rain,1013.1,30,0.0,0.0,8.7,102.5,07:06:49,20:25:27,77.9,84.4,71.8,8,9.9,22.6,12.6
2023-08-27,Sunday,August,2023,5,15.0,245.95,54.0,Partially cloudy,62.3,72.0,79.9,67.2,73.0,0.38,0.0,0.0,0,none,1014.9,10,0.0,0.0,10.0,117.0,07:07:45,20:23:56,72.0,79.9,67.2,7,9.9,18.3,12.0
2023-08-28,Monday,August,2023,3,1.0,15.0,15.7,Clear,54.5,69.1,79.5,58.7,62.3,0.42,0.0,0.0,0,none,1015.5,10,0.0,0.0,13.2,152.8,07:08:42,20:22:25,69.1,79.5,58.7,7,9.9,17.2,11.1
2023-08-29,Tuesday,August,2023,1,0.0,0.0,32.5,"Rain, Partially cloudy",56.7,70.2,81.3,56.9,64.6,0.45,0.001,4.17,100,rain,1013.4,10,0.0,0.0,13.1,152.8,07:09:38,20:20:53,70.2,81.0,56.9,7,9.9,16.1,8.2
2023-08-30,Wednesday,August,2023,1,0.0,0.0,34.0,Partially cloudy,54.7,67.4,73.9,59.9,64.7,0.5,0.0,0.0,0,none,1014.7,10,0.0,0.0,9.8,111.3,07:10:34,20:19:21,67.4,73.9,59.9,8,9.9,28.9,15.3
2023-08-31,Thursday,August,2023,7,2.0,45.0,3.7,Clear,51.0,65.4,76.5,54.2,63.3,0.52,0.0,0.0,0,none,1018.3,10,0.0,0.0,12.1,140.5,07:11:30,20:17:48,65.4,76.5,54.2,7,9.9,21.9,12.2
2023-09-01,Friday,September,2023,14,3.0,90.0,3.8,Clear,55.5,69.8,82.0,56.2,62.8,0.55,0.0,0.0,0,none,1021.4,10,0.0,0.0,12.0,138.3,07:12:26,20:16:14,69.8,82.6,56.2,7,9.9,18.3,8.8
2023-09-02,Saturday,September,2023,11,1.0,27.5,22.0,Partially cloudy,64.8,76.6,90.5,62.8,71.1,0.59,0.0,0.0,0,none,1020.0,10,0.0,0.0,11.3,130.6,07:13:22,20:14:40,75.4,87.7,62.8,7,9.8,18.3,11.4
2023-09-03,Sunday,September,2023,0,0.0,0.0,20.7,Partially cloudy,69.2,80.1,91.7,70.4,74.9,0.62,0.0,0.0,0,none,1017.3,10,0.0,0.0,10.7,126.5,07:14:17,20:13:05,78.5,87.3,70.4,7,9.9,20.8,12.5
2023-09-04,Monday,September,2023,0,0.0,0.0,30.6,Partially cloudy,68.1,80.6,94.8,67.5,72.2,0.65,0.0,0.0,0,none,1015.1,10,0.0,0.0,10.3,120.0,07:15:13,20:11:30,78.3,89.4,67.5,6,9.9,19.8,11.2
2023-09-05,Tuesday,September,2023,3,2.0,18.0,43.4,"Rain, Partially cloudy",68.5,80.9,92.6,72.2,71.0,0.69,0.041,12.5,100,rain,1014.5,30,0.0,0.0,6.5,73.3,07:16:09,20:09:54,79.2,88.6,72.2,6,9.7,25.3,11.3
2023-09-06,Wednesday,September,2023,1,0.0,0.0,74.5,"Rain, Partially cloudy",67.8,76.5,88.2,70.0,77.9,0.75,0.225,8.33,100,rain,1011.3,30,0.0,0.0,7.6,85.9,07:17:05,20:08:18,75.5,83.9,70.0,8,9.8,26.0,14.2
2023-09-07,Thursday,September,2023,5,0.0,0.0,94.3,"Rain, Overcast",64.0,69.0,73.7,66.0,84.2,0.75,0.01,12.5,100,rain,1011.5,10,0.0,0.0,3.7,42.1,07:18:01,20:06:41,69.0,73.7,66.0,2,9.1,15.0,11.6
2023-09-08,Friday,September,2023,17,3.0,38.0,92.9,Overcast,59.2,67.3,74.0,62.5,76.0,0.79,0.0,0.0,0,none,1016.3,10,0.0,0.0,7.3,85.2,07:18:57,20:05:04,67.3,74.0,62.5,7,9.9,17.2,12.6
2023-09-09,Saturday,September,2023,9,18.0,261.0,82.1,"Rain, Partially cloudy",60.6,67.3,75.7,63.5,80.2,0.82,0.047,20.83,100,rain,1019.1,10,0.0,0.0,3.0,34.4,07:19:52,20:03:27,67.3,75.7,63.5,2,9.3,17.2,11.9
2023-09-10,Sunday,September,2023,11,10.0,203.0,29.7,Partially cloudy,57.6,67.7,78.6,57.6,72.2,0.85,0.0,0.0,0,none,1019.9,10,0.0,0.0,6.8,78.8,07:20:48,20:01:50,67.7,78.6,57.6,6,9.3,10.3,7.8
2023-09-11,Monday,September,2023,0,0.0,0.0,37.6,"Rain, Partially cloudy",58.2,69.0,80.6,58.4,70.9,0.89,0.012,12.5,100,rain,1018.4,10,0.0,0.0,8.2,96.0,07:21:44,20:00:12,69.0,80.1,58.4,6,9.8,11.4,8.8
2023-09-12,Tuesday,September,2023,9,4.0,11.5,76.9,"Rain, Partially cloudy",58.9,66.8,73.2,61.8,76.6,0.92,0.034,16.67,100,rain,1016.8,10,0.0,0.0,2.9,34.0,07:22:40,19:58:34,66.8,73.2,61.8,2,9.8,12.8,10.9
2023-09-13,Wednesday,September,2023,2,1.0,5.0,22.8,Partially cloudy,51.2,63.0,74.9,51.8,68.4,0.95,0.0,0.0,0,none,1018.5,10,0.0,0.0,6.6,75.8,07:23:35,19:56:56,63.0,74.9,51.8,6,9.8,18.3,8.8
2023-09-14,Thursday,September,2023,4,0.0,0.0,24.5,Partially cloudy,49.3,63.2,75.1,51.7,64.4,0.0,0.0,0.0,0,none,1020.1,10,0.0,0.0,7.4,85.9,07:24:31,19:55:17,63.2,75.1,51.7,6,9.8,10.3,9.0
2023-09-15,Friday,September,2023,5,5.0,46.989999999999995,4.8,Clear,48.2,64.9,76.5,53.0,57.4,0.02,0.0,0.0,0,none,1020.1,10,0.0,0.0,7.3,86.1,07:25:27,19:53:39,64.9,76.5,53.0,6,9.9,10.3,8.9
2023-09-16,Saturday,September,2023,11,2.0,16.5,45.3,Partially cloudy,50.8,62.6,71.2,54.4,66.6,0.06,0.0,0.0,0,none,1017.5,10,0.0,0.0,3.6,40.4,07:26:23,19:52:00,62.6,71.2,54.4,3,9.9,10.3,4.1
2023-09-17,Sunday,September,2023,12,4.0,52.0,71.6,"Rain, Partially cloudy",55.0,62.2,71.6,54.8,78.6,0.09,0.021,16.67,100,rain,1013.4,10,0.0,0.0,4.2,49.6,07:27:19,19:50:21,62.2,71.6,54.8,4,8.8,11.4,12.3
2023-09-18,Monday,September,2023,0,0.0,0.0,27.2,Partially cloudy,51.6,62.3,71.4,53.7,70.7,0.13,0.0,0.0,0,none,1016.4,10,0.0,0.0,4.2,49.3,07:28:15,19:48:42,62.3,71.4,53.7,6,9.8,19.7,11.3
2023-09-19,Tuesday,September,2023,8,4.0,34.0,29.2,Partially cloudy,49.2,64.2,76.4,51.8,62.2,0.16,0.0,0.0,0,none,1018.0,10,0.0,0.0,5.9,69.3,07:29:12,19:47:04,64.2,76.4,51.8,5,9.6,16.1,9.1
2023-09-20,Wednesday,September,2023,0,0.0,0.0,43.6,Partially cloudy,52.0,68.4,81.0,54.9,58.0,0.2,0.0,0.0,0,none,1018.6,10,0.0,0.0,6.6,78.0,07:30:08,19:45:25,68.5,81.7,54.9,5,9.9,21.1,13.4
2023-09-21,Thursday,September,2023,5,7.0,60.0,51.2,Partially cloudy,56.5,71.1,79.7,64.3,60.8,0.23,0.0,0.0,0,none,1021.2,10,0.0,0.0,3.5,41.8,07:31:04,19:43:46,71.1,79.7,64.3,2,9.9,12.8,8.0
2023-09-22,Friday,September,2023,4,1.0,20.0,33.0,Partially cloudy,55.5,71.0,81.7,59.3,60.0,0.25,0.0,0.0,0,none,1020.4,10,0.0,0.0,5.5,66.5,07:32:01,19:42:07,71.1,82.1,59.3,5,9.9,15.0,8.4
2023-09-23,Saturday,September,2023,11,1.0,12.0,22.1,Partially cloudy,48.3,68.1,78.7,56.6,52.6,0.3,0.0,0.0,0,none,1017.4,10,0.0,0.0,5.1,60.0,07:32:58,19:40:28,68.1,78.7,56.6,6,9.9,20.5,12.7
2023-09-24,Sunday,September,2023,12,6.0,52.99,23.0,Partially cloudy,49.3,66.7,80.2,53.1,56.1,0.33,0.0,0.0,0,none,1015.9,10,0.0,0.0,5.9,66.8,07:33:54,19:38:49,66.8,81.4,53.1,4,9.9,13.9,7.2
2023-09-25,Monday,September,2023,3,3.0,18.5,32.3,Partially cloudy,56.5,70.2,82.0,60.2,64.4,0.37,0.0,0.0,0,none,1017.5,10,0.0,0.0,4.7,56.1,07:34:51,19:37:11,70.3,83.0,60.2,5,9.9,16.1,11.6
2023-09-26,Tuesday,September,2023,4,3.0,36.0,61.9,"Rain, Partially cloudy",59.6,67.3,79.5,61.4,77.6,0.4,0.063,12.5,100,rain,1018.8,10,0.0,0.0,2.8,33.2,07:35:49,19:35:33,67.3,79.5,61.4,2,9.8,35.7,14.9
2023-09-27,Wednesday,September,2023,5,0.0,0.0,87.0,"Rain, Partially cloudy",61.1,66.5,74.5,62.9,83.8,0.44,0.889,33.33,100,rain,1017.4,10,0.0,0.0,2.7,30.0,07:36:46,19:33:54,66.5,74.5,62.9,2,9.1,15.0,9.7
2023-09-28,Thursday,September,2023,9,4.0,63.0,73.9,"Rain, Partially cloudy",61.3,65.8,74.4,61.7,86.5,0.47,0.026,16.67,100,rain,1016.5,10,0.0,0.0,2.4,28.9,07:37:43,19:32:16,65.8,74.4,61.7,2,6.6,9.2,7.2
2023-09-29,Friday,September,2023,5,4.0,61.0,53.0,"Rain, Partially cloudy",58.9,66.6,75.7,59.0,78.4,0.5,0.005,4.17,100,rain,1019.3,10,0.0,0.0,2.7,31.9,07:38:41,19:30:39,66.6,75.7,59.0,2,7.3,9.2,8.1
2023-09-30,Saturday,September,2023,11,8.0,89.99000000000001,8.9,Clear,57.5,68.6,81.7,55.6,70.9,0.54,0.0,0.0,0,none,1022.4,10,0.0,0.0,16.2,187.8,07:39:39,19:29:01,68.6,82.1,55.6,8,8.8,10.3,7.0
2023-10-01,Sunday,October,2023,7,2.0,45.0,5.9,Clear,57.9,70.6,83.1,58.2,67.1,0.57,0.0,0.0,0,none,1024.4,10,0.0,0.0,15.3,176.8,07:40:37,19:27:24,70.6,83.9,58.2,7,9.8,19.7,6.9
2023-10-02,Monday,October,2023,2,3.0,20.0,4.9,Clear,57.4,71.3,83.2,59.8,64.6,0.61,0.0,0.0,0,none,1022.9,10,0.0,0.0,14.3,165.9,07:41:35,19:25:47,71.4,84.1,59.8,7,9.9,9.2,5.8
2023-10-03,Tuesday,October,2023,0,9.0,111.99000000000001,8.6,Clear,57.2,71.7,84.4,59.1,62.6,0.64,0.0,0.0,0,none,1020.3,10,0.0,0.0,1.7,20.0,07:42:34,19:24:11,71.8,85.6,59.1,1,9.8,11.4,11.0
2023-10-04,Wednesday,October,2023,4,1.0,40.0,43.6,Partially cloudy,57.1,72.4,82.6,62.6,60.8,0.67,0.0,0.0,0,none,1017.5,10,0.0,0.0,2.7,31.4,07:43:33,19:22:35,72.6,83.4,62.6,1,9.9,22.8,13.8
2023-10-05,Thursday,October,2023,4,1.0,2.0,85.1,"Rain, Partially cloudy",60.3,66.0,69.6,62.6,82.8,0.7,0.797,37.5,100,rain,1015.4,10,0.0,0.0,1.1,12.8,07:44:32,19:20:59,66.0,69.6,62.6,1,8.2,20.8,10.9
2023-10-06,Friday,October,2023,12,3.0,8.5,37.6,"Rain, Partially cloudy",46.9,59.3,68.2,43.3,66.7,0.75,0.004,4.17,100,rain,1015.9,10,0.0,0.0,1.7,19.5,07:45:31,19:19:24,59.8,68.2,47.0,1,9.7,38.3,23.6
2023-10-07,Saturday,October,2023,12,4.0,125.0,21.6,Partially cloudy,36.5,48.8,60.2,38.7,59.7,0.77,0.0,0.0,0,none,1019.0,10,0.0,0.0,1.6,18.1,07:46:31,19:17:50,51.3,60.2,44.4,1,9.9,29.7,19.2
2023-10-08,Sunday,October,2023,7,3.0,112.0,77.0,Partially cloudy,36.8,47.2,54.6,38.0,63.2,0.8,0.0,0.0,0,none,1014.9,10,0.0,0.0,2.3,25.7,07:47:31,19:16:16,49.1,54.6,42.8,1,9.9,25.5,15.0
2023-10-09,Monday,October,2023,4,3.0,37.0,72.5,"Rain, Partially cloudy",37.9,52.0,60.6,42.6,61.2,0.83,0.005,4.17,100,rain,1009.7,10,0.0,0.0,1.9,21.0,07:48:31,19:14:42,52.2,60.6,42.6,1,9.9,20.8,13.2
2023-10-10,Tuesday,October,2023,12,8.0,70.0,8.5,Clear,34.9,50.1,63.0,36.0,56.7,0.87,0.0,0.0,0,none,1010.5,10,0.0,0.0,1.6,18.6,07:49:31,19:13:09,51.4,63.0,40.5,1,9.9,28.0,14.9
2023-10-11,Wednesday,October,2023,3,0.0,0.0,46.6,"Rain, Partially cloudy",40.8,54.1,68.4,39.8,63.5,0.9,0.005,4.17,100,rain,1010.7,10,0.0,0.0,3.0,33.5,07:50:32,19:11:37,54.2,68.4,39.8,2,9.9,19.3,10.5
2023-10-12,Thursday,October,2023,9,0.0,0.0,34.0,Partially cloudy,50.0,63.5,77.1,51.5,62.7,0.93,0.0,0.0,0,none,1010.2,10,0.0,0.0,1.8,18.4,07:51:33,19:10:05,63.5,77.1,51.5,1,9.9,13.9,10.3
2023-10-13,Friday,October,2023,5,1.0,20.0,54.7,"Rain, Partially cloudy",52.5,62.2,73.7,53.1,71.8,0.96,0.415,20.83,100,rain,1010.4,10,0.0,0.0,2.7,30.7,07:52:35,19:08:35,62.2,73.7,53.1,2,9.2,19.5,10.7
2023-10-14,Saturday,October,2023,5,8.0,216.0,95.2,"Rain, Overcast",52.1,55.9,64.1,51.1,87.3,0.0,0.107,25.0,100,rain,1007.0,10,0.0,0.0,1.7,20.1,07:53:37,19:07:04,55.9,64.1,51.1,1,9.4,23.0,14.2
2023-10-15,Sunday,October,2023,5,4.0,21.5,92.3,"Rain, Overcast",43.1,48.9,56.1,41.9,75.3,0.03,0.03,8.33,100,rain,1015.1,10,0.0,0.0,2.6,29.2,07:54:39,19:05:35,51.0,56.1,46.4,1,9.4,26.4,15.0
2023-10-16,Monday,October,2023,5,1.0,13.0,98.6,"Rain, Overcast",44.2,48.7,55.5,42.7,79.1,0.07,0.062,16.67,100,rain,1015.7,10,0.0,0.0,2.8,32.8,07:55:41,19:04:06,50.7,55.5,47.0,1,9.7,20.8,12.4
2023-10-17,Tuesday,October,2023,7,4.0,13.0,78.7,Partially cloudy,43.7,52.3,61.0,46.4,72.1,0.1,0.0,0.0,0,none,1018.3,10,0.0,0.0,2.4,28.0,07:56:44,19:02:39,52.9,61.0,48.8,1,9.9,10.3,9.0
2023-10-18,Wednesday,October,2023,1,1.0,2.5,35.0,Partially cloudy,44.5,52.8,65.6,39.7,73.1,0.14,0.0,0.0,0,none,1017.1,10,0.0,0.0,2.9,32.3,07:57:47,19:01:12,53.9,65.6,42.5,1,9.6,27.6,15.5
2023-10-19,Thursday,October,2023,3,13.0,102.25,93.8,"Rain, Overcast",50.5,55.2,57.3,52.7,84.9,0.17,0.31,50.0,100,rain,1009.3,10,0.0,0.0,1.0,10.1,07:58:51,18:59:46,55.2,57.3,52.7,0,8.8,23.0,12.0
2023-10-20,Friday,October,2023,2,3.0,8.0,81.6,"Rain, Partially cloudy",47.7,53.0,57.0,42.9,82.2,0.21,0.068,16.67,100,rain,1005.0,10,0.0,0.0,1.9,23.0,07:59:54,18:58:21,53.2,57.0,46.0,1,9.3,28.7,18.2
2023-10-21,Saturday,October,2023,5,3.0,22.0,24.8,Partially cloudy,43.6,53.5,72.6,39.1,70.7,0.25,0.0,0.0,0,none,1006.0,10,0.0,0.0,2.1,23.8,08:00:58,18:56:57,54.6,72.6,40.8,1,9.9,33.8,21.8
2023-10-22,Sunday,October,2023,7,12.0,284.0,46.2,Partially cloudy,38.4,49.4,57.8,41.6,63.4,0.28,0.0,0.0,0,none,1017.2,10,0.0,0.0,1.4,17.1,08:02:03,18:55:34,51.1,57.8,44.8,1,9.9,24.6,18.2
2023-10-23,Monday,October,2023,4,1.0,50.0,9.8,Clear,37.9,51.2,68.0,34.3,63.2,0.32,0.0,0.0,0,none,1021.2,10,0.0,0.0,1.4,16.8,08:03:08,18:54:12,51.7,68.0,37.4,1,9.8,17.2,9.6
2023-10-24,Tuesday,October,2023,5,7.0,32.0,28.4,Partially cloudy,46.8,61.8,75.9,46.4,58.8,0.35,0.0,0.0,0,none,1020.9,10,0.0,0.0,2.4,28.1,08:04:13,18:52:51,62.0,75.9,48.4,2,9.9,23.0,12.4
2023-10-25,Wednesday,October,2023,6,1.0,10.0,68.8,Partially cloudy,51.4,66.6,72.4,62.0,58.0,0.39,0.0,0.0,0,none,1020.8,10,0.0,0.0,3.0,35.0,08:05:18,18:51:31,66.6,72.4,62.0,2,9.9,27.5,15.3
2023-10-26,Thursday,October,2023,1,3.0,16.0,55.0,Partially cloudy,55.6,67.6,74.9,58.9,65.9,0.42,0.0,0.0,0,none,1019.0,10,0.0,0.0,2.8,31.5,08:06:24,18:50:12,67.6,74.9,58.9,1,9.9,27.6,17.9
2023-10-27,Friday,October,2023,6,12.0,192.5,78.8,"Rain, Partially cloudy",61.0,69.5,75.8,65.0,74.8,0.46,0.006,8.33,100,rain,1017.1,10,0.0,0.0,2.5,30.8,08:07:30,18:48:55,69.5,75.8,65.0,1,9.9,30.7,14.5
2023-10-28,Saturday,October,2023,12,7.0,118.0,99.6,"Rain, Overcast",48.2,54.0,69.4,43.9,79.9,0.5,0.179,41.67,100,rain,1021.1,10,0.0,0.0,3.1,36.3,08:08:37,18:47:38,54.6,69.4,48.9,2,9.2,18.3,14.5
